   1.8000000000000000e+03	   4.7189041095890412e+00	
   1.8010000000000000e+03	   6.0336986301369864e+00	
   1.8020000000000000e+03	   5.2684931506849315e+00	
   1.8030000000000000e+03	   4.7630136986301386e+00	
   1.8040000000000000e+03	   4.4284153005464475e+00	
   1.8050000000000000e+03	   3.7178082191780821e+00	
   1.8060000000000000e+03	   4.7054794520547949e+00	
   1.8070000000000000e+03	   4.7961643835616448e+00	
   1.8080000000000000e+03	   4.7221311475409831e+00	
   1.8090000000000000e+03	   4.0720547945205476e+00	
   1.8100000000000000e+03	   3.9038356164383550e+00	
   1.8110000000000000e+03	   5.9076712328767131e+00	
   1.8120000000000000e+03	   3.6696721311475402e+00	
   1.8130000000000000e+03	   5.6536986301369865e+00	
   1.8140000000000000e+03	   4.0520547945205463e+00	
   1.8150000000000000e+03	   5.2734246575342461e+00	
   1.8160000000000000e+03	   4.0844262295081970e+00	
   1.8170000000000000e+03	   4.9876712328767114e+00	
   1.8180000000000000e+03	   5.8438356164383558e+00	
   1.8190000000000000e+03	   5.9057534246575356e+00	
   1.8200000000000000e+03	   3.9502732240437144e+00	
   1.8210000000000000e+03	   4.7994520547945196e+00	
   1.8220000000000000e+03	   6.8547945205479452e+00	
   1.8230000000000000e+03	   5.1509589041095891e+00	
   1.8240000000000000e+03	   5.8644808743169392e+00	
   1.8250000000000000e+03	   5.8832876712328765e+00	
   1.8260000000000000e+03	   6.7249315068493161e+00	
   1.8270000000000000e+03	   5.7742465753424641e+00	
   1.8280000000000000e+03	   5.2549180327868870e+00	
   1.8290000000000000e+03	   3.0298630136986291e+00	
   1.8300000000000000e+03	   5.0893150684931516e+00	
   1.8310000000000000e+03	   4.7375342465753425e+00	
   1.8320000000000000e+03	   5.1631147540983600e+00	
   1.8330000000000000e+03	   5.4876712328767132e+00	
   1.8340000000000000e+03	   6.2750684931506848e+00	
   1.8350000000000000e+03	   5.4002739726027409e+00	
   1.8360000000000000e+03	   4.4379781420765037e+00	
   1.8370000000000000e+03	   4.1287671232876724e+00	
   1.8380000000000000e+03	   2.9915068493150687e+00	
   1.8390000000000000e+03	   4.5706849315068494e+00	
   1.8400000000000000e+03	   4.6262295081967224e+00	
   1.8410000000000000e+03	   4.8399999999999981e+00	
   1.8420000000000000e+03	   5.9750684931506850e+00	
   1.8430000000000000e+03	   5.1832876712328755e+00	
   1.8440000000000000e+03	   3.5530054644808740e+00	
   1.8450000000000000e+03	   4.5304109589041097e+00	
   1.8460000000000000e+03	   5.9087671232876717e+00	
   1.8470000000000000e+03	   5.1216438356164398e+00	
   1.8480000000000000e+03	   5.0240437158469948e+00	
   1.8490000000000000e+03	   4.6043835616438358e+00	
   1.8500000000000000e+03	   4.7071232876712346e+00	
   1.8510000000000000e+03	   5.1512328767123279e+00	
   1.8520000000000000e+03	   5.3759562841530046e+00	
   1.8530000000000000e+03	   4.7476712328767130e+00	
   1.8540000000000000e+03	   5.7635616438356170e+00	
   1.8550000000000000e+03	   4.0665753424657529e+00	
   1.8560000000000000e+03	   3.6961748633879781e+00	
   1.8570000000000000e+03	   5.6432876712328772e+00	
   1.8580000000000000e+03	   5.9052054794520537e+00	
   1.8590000000000000e+03	   6.1098630136986296e+00	
   1.8600000000000000e+03	   4.5505464480874318e+00	
   1.8610000000000000e+03	   5.2380821917808218e+00	
   1.8620000000000000e+03	   4.2098630136986301e+00	
   1.8630000000000000e+03	   6.7115068493150689e+00	
   1.8640000000000000e+03	   4.3327868852459019e+00	
   1.8650000000000000e+03	   4.9797260273972617e+00	
   1.8660000000000000e+03	   4.5536986301369877e+00	
   1.8670000000000000e+03	   2.5230136986301366e+00	
   1.8680000000000000e+03	   5.8172131147540966e+00	
   1.8690000000000000e+03	   4.8331506849315069e+00	
   1.8700000000000000e+03	   4.3495890410958911e+00	
   1.8710000000000000e+03	   3.1002739726027393e+00	
   1.8720000000000000e+03	   6.2808743169398884e+00	
   1.8730000000000000e+03	   5.8695890410958897e+00	
   1.8740000000000000e+03	   5.4060273972602744e+00	
   1.8750000000000000e+03	   3.4213698630136991e+00	
   1.8760000000000000e+03	   4.0849726775956281e+00	
   1.8770000000000000e+03	   3.6572602739726023e+00	
   1.8780000000000000e+03	   5.4164383561643836e+00	
   1.8790000000000000e+03	   3.9805479452054793e+00	
   1.8800000000000000e+03	   4.9226775956284134e+00	
   1.8810000000000000e+03	   3.1230136986301367e+00	
   1.8820000000000000e+03	   5.7049315068493156e+00	
   1.8830000000000000e+03	   4.9378082191780823e+00	
   1.8840000000000000e+03	   4.8071038251366112e+00	
   1.8850000000000000e+03	   4.1567123287671235e+00	
   1.8860000000000000e+03	   5.1931506849315072e+00	
   1.8870000000000000e+03	   5.3241095890410968e+00	
   1.8880000000000000e+03	   2.6300546448087432e+00	
   1.8890000000000000e+03	   5.1241095890410966e+00	
   1.8900000000000000e+03	   5.6654794520547931e+00	
   1.8910000000000000e+03	   5.0778082191780820e+00	
   1.8920000000000000e+03	   4.0658469945355202e+00	
   1.8930000000000000e+03	   4.0739726027397261e+00	
   1.8940000000000000e+03	   5.9515068493150691e+00	
   1.8950000000000000e+03	   4.4145205479452070e+00	
   1.8960000000000000e+03	   5.6693989071038251e+00	
   1.8970000000000000e+03	   5.4556164383561638e+00	
   1.8980000000000000e+03	   5.0871232876712318e+00	
   1.8990000000000000e+03	   4.5005479452054802e+00	
   1.9000000000000000e+03	   4.4917808219178088e+00	
   1.9010000000000000e+03	   5.4375342465753436e+00	
   1.9020000000000000e+03	   2.9158904109589048e+00	
   1.9030000000000000e+03	   5.2435616438356165e+00	
   1.9040000000000000e+03	   4.3363387978142081e+00	
   1.9050000000000000e+03	   5.2605479452054809e+00	
   1.9060000000000000e+03	   5.6169863013698622e+00	
   1.9070000000000000e+03	   4.6287671232876706e+00	
   1.9080000000000000e+03	   4.8330601092896170e+00	
   1.9090000000000000e+03	   4.2342465753424650e+00	
   1.9100000000000000e+03	   5.8361643835616448e+00	
   1.9110000000000000e+03	   5.9917808219178070e+00	
   1.9120000000000000e+03	   4.8866120218579239e+00	
   1.9130000000000000e+03	   5.9219178082191783e+00	
   1.9140000000000000e+03	   6.5901369863013688e+00	
   1.9150000000000000e+03	   3.3805479452054783e+00	
   1.9160000000000000e+03	   4.8314207650273229e+00	
   1.9170000000000000e+03	   4.3279452054794518e+00	
   1.9180000000000000e+03	   5.1506849315068495e+00	
   1.9190000000000000e+03	   4.3602739726027400e+00	
   1.9200000000000000e+03	   6.1071038251366119e+00	
   1.9210000000000000e+03	   5.8920547945205479e+00	
   1.9220000000000000e+03	   4.2758904109589038e+00	
   1.9230000000000000e+03	   4.1635616438356156e+00	
